conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.93084E+18,Fri Jun 06 03:57:39 +0000 2025,0,Onok sing gabut gak? Ayo nang malang melu cod PS ,1.93084E+18,,,in,,0,2,0,https://x.com/undefined/status/1930836456794431545,7.44165E+17,
1.93084E+18,Fri Jun 06 03:56:18 +0000 2025,0,ini beneran ga ada yang ingat bap tvxq winner sama ikon TT : loh kamu yg stan? : iya kak : kakak juga dulu yg stan waktu hanbin masih sama ikon : hanbin yang mana kak? : B.I itu loh yang ex-mem ikon ternyata dia ga kenal hanbin taunya cuma blackpink pliss,1.93084E+18,,,in,,0,0,0,https://x.com/undefined/status/1930836118054056360,1.52458E+18,
1.93084E+18,Fri Jun 06 03:54:05 +0000 2025,0,Pinksell! Yuk mumpung 6.6 harga masih bisa negooo https://t.co/A6IZ2NNINo,1.93084E+18,,,in,,0,0,0,https://x.com/undefined/status/1930835561058578638,1.6765E+18,
1.93084E+18,Fri Jun 06 03:53:52 +0000 2025,0,OPEN RENT wtr Blink membership code blackpink concert world tour deadline $5 83 || 95.000 IDR Wise seabank indonesia bank Jakarta Kaohsiung Bangkok Bulacan Singapore Hongkong wts presale weverse in sharing membship sewa,1.93084E+18,,,in,,0,0,0,https://x.com/undefined/status/1930835504733229453,1.52972E+18,
1.93083E+18,Fri Jun 06 03:49:22 +0000 2025,0,halo guys yg cari jastip&amp;jaswar kita masih avail ya slotnya. trusted 100% since 2023. proof di pinned tweet. feel free buat tanya tanya,1.93083E+18,,,in,,0,0,0,https://x.com/undefined/status/1930834371818496382,1.70683E+18,
1.93083E+18,Fri Jun 06 03:47:36 +0000 2025,0, OPEN JASTIP - JASA TITIP TIKET BLACKPINK WORLD TOUR &lt;DEADLINE&gt; IN JAKARTA ️ Harap membaca TnC terlebih dulu Fee 250K Diurus sampai tiket fisik Freebies ‼️ LIMITED SLOT ‼️ DM for bookslot &amp; more info https://t.co/kqgAX9ci3a,1.93083E+18,https://pbs.twimg.com/media/GsuzOOpbMAAXPr8.jpg,,in,,0,0,0,https://x.com/undefined/status/1930833927280959938,1.5304E+18,
1.93083E+18,Fri Jun 06 03:47:29 +0000 2025,0,Tas lightstick blackpink masih bagus bangeeet ini dalemnya fluffy gituu ya jadi lightsticknya aman bgt dari benturan pernah pakai 1 kali ke konser~ 120k boleh via oren atau ijo~ #zonauang #zonajajan #wts #blinks #BLACKPINK_DEADLINE #blackpink #bogor https://t.co/qt0k1MCppq,1.93083E+18,https://pbs.twimg.com/media/GsuzMMya4AAasKn.jpg,,in,,0,0,0,https://x.com/undefined/status/1930833900508713020,1.55159E+18,
1.93083E+18,Fri Jun 06 03:47:13 +0000 2025,2,iseng ngobrol sambil duduk sama bocah cewek yang ada di sekitaran masjid dia liat wpp gue dan tbtb nyeletuk teteh kpopers? gue iyain dan dia ngomong lagi teh aku mah suka kpop ceweknya blackpink kalo cowoknya nct teteh suka siapa? kata gue teh tebak nih sambil liatin wpp,1.93083E+18,,,in,,1,1,0,https://x.com/undefined/status/1930833830723903861,7.66686E+17,
1.93083E+18,Fri Jun 06 03:46:33 +0000 2025,0, OPEN JASTIP - JASA TITIP TIKET DOH KYUNG SOO ASIA CONCERT TOUR &lt;DO it!&gt; in JAKARTA ️ Harap membaca TnC terlebih dulu Fee 250K Diurus sampai tiket fisik Freebies ‼️ LIMITED SLOT ‼️ DM for bookslot &amp; more info https://t.co/E8tUHAfmc7,1.93083E+18,https://pbs.twimg.com/media/Gsuy-8KasAA58Zk.jpg,,in,,0,0,0,https://x.com/undefined/status/1930833663673131144,1.5304E+18,
1.93083E+18,Fri Jun 06 03:46:06 +0000 2025,0, OPEN JASTIP - JASA TITIP TIKET G-DRAGON 2025 WORLD TOUR [Übermensch] in JAKARTA ️ Harap membaca TnC terlebih dulu Fee 250K Diurus sampai tiket fisik Freebies ‼️ LIMITED SLOT ‼️ DM for bookslot &amp; more info https://t.co/yWa4eIOHUO,1.93083E+18,https://pbs.twimg.com/media/Gsuy4iyacAAeqV-.jpg,,in,,0,0,0,https://x.com/undefined/status/1930833553132331203,1.5304E+18,
